mssv,IT001,IT003,IT004,IT005,IT007,MA003,MA004,MA005,MA006,IT002
7576D0C0XPvAibaEXe/bnXzU5L5zl1K0eySZfhH9,8.7,9.5,9.9,9.6,9.6,9.8,9.7,9.4,9.5,8.9
75928D04XPvAibaEXe8xE9+hjZHGkjzNQket81Ww,9.6,8.8,9.0,8.4,9.1,9.7,9.7,9.4,9.7,8.7
75A70346XPvAibaEXe+nNcqpVbk9mRWnThXM/a3j,9.4,8.4,9.3,8.8,8.8,8.9,9.8,9.5,8.5,8.9
75AD7B4AXPvAibaEXe8xMCTZ03/BewoGrWSt0ZXM,6.8,7.6,7.5,6.9,8.2,7.0,6.5,7.3,8.6,6.5
75C2975EXPvAibaEXe9A8avg2Xms/77l/Yqea85e,7.9,9.2,6.6,7.4,8.8,5.7,6.3,7.5,6.1,7.9
75CE544DXPvAibaEXe+PYhTHWVfmAq+TQBziiRMZ,9.3,8.4,7.4,7.4,6.3,6.2,5.4,7.1,7.8,6.8
75DF55F6XPvAibaEXe9Y6XKwco8jyWo4T8tmYG82,7.7,3.2,2.5,5.6,3.1,5.0,5.6,4.2,2.4,5.2
75E56382XPvAibaEXe/7kKaS8/f9RSALtutvmMiK,9.7,9.3,9.1,8.5,8.9,7.8,9.7,9.3,9.3,7.9
75F4607EXPvAibaEXe+MN8lfqqsx6THaX0UxME63,9.1,7.9,8.2,6.8,7.9,7.3,8.3,7.4,7.8,7.8
75F9D549XPvAibaEXe++eRN1Fgsl0DncnMatOvHs,9.3,10.0,9.2,9.4,9.4,9.7,9.8,9.9,9.5,9.3
7605FEEEXPvAibaEXe8808q51BnmQv/RCCjB4N+s,5.0,6.9,5.6,9.5,6.0,5.2,7.0,5.9,9.8,6.3
761564DDXPvAibaEXe/NIxjlmPMMVbPzI9KCJYTm,6.0,4.1,3.0,2.6,4.4,8.6,4.7,6.2,4.9,5.2
761D0BE0XPvAibaEXe++P1Ki321T8fSUdMv0uQgk,7.5,5.6,7.9,6.5,6.1,7.0,9.4,8.3,9.1,6.7
762CDBF5XPvAibaEXe/cAy9n2SNhGL2njCfF1PRs,8.4,7.3,7.6,8.3,6.2,7.0,7.9,5.7,7.2,3.9
76496FD2XPvAibaEXe8NuU/kWJtACmaw7H7jufaH,9.3,9.2,9.1,8.6,8.8,9.1,9.6,8.9,9.3,9.0
764B65B6XPvAibaEXe8k/oM/oyG01lAO1F4l+JUE,8.6,8.2,7.5,7.1,8.4,7.8,8.8,7.7,9.7,7.4
765B3390XPvAibaEXe91WmQmxUATibZ/AuTbB/YA,5.9,5.6,7.6,7.9,9.4,5.3,7.6,8.2,8.2,7.5
766739DBXPvAibaEXe/baq/wvVlH/pJZf3DjwJdX,10.0,8.6,9.0,8.7,6.0,8.1,9.5,8.0,7.6,7.1
7668B86AXPvAibaEXe8yPFclSS+31lQL1EFi4bf5,9.2,9.0,8.9,8.9,8.6,9.7,9.6,8.8,9.7,9.3
7695A637XPvAibaEXe8riuHWhiKRR9QTvdliA+0B,9.5,9.6,9.8,9.0,9.0,8.3,9.7,9.0,10.0,6.8
76A2CA8EXPvAibaEXe+NDJhRHiaomW24lZIR3xkd,8.5,9.2,8.1,8.8,8.5,7.7,8.7,9.3,6.2,8.2
76B4494EXPvAibaEXe86hknCN730J08pu/5d6EIr,7.9,9.6,9.1,8.6,9.0,5.0,8.0,8.4,7.0,7.5
76B50993XPvAibaEXe8dsW93DhIODMZ9s3zzOYkv,6.6,5.1,7.4,5.4,6.6,7.5,6.8,7.3,5.2,7.1
76C42EB2XPvAibaEXe95ZLbYjhH5ZXGR0F+hl0LS,8.5,9.2,8.0,7.6,8.4,5.0,8.1,7.6,6.6,8.5
76C845A9XPvAibaEXe97NkpghV4Jnn2rtTP22DMw,7.8,7.4,6.7,7.6,9.0,8.2,8.4,6.8,8.8,6.9
76DD767EXPvAibaEXe9syD7Vfew2qVNnpLHS4axN,9.2,9.0,8.3,8.9,9.3,8.9,9.6,9.7,8.9,9.3
76E64AD7XPvAibaEXe8cyAoRoKB5PRioWIHNF5Xx,7.6,9.4,8.5,7.6,9.2,8.2,9.4,9.4,9.5,8.1
76EE3029XPvAibaEXe+KnWgScvZ27NCuPycditbG,9.6,6.1,6.3,6.8,8.0,5.8,5.5,7.2,7.2,7.6
76F623F0XPvAibaEXe+F47DLdH7neU1O2ZJUvrjQ,6.4,7.2,8.4,9.1,8.4,8.2,9.6,9.3,7.3,7.9
770AB331XPvAibaEXe+eLIaWcq1sI9gc8TTSp2S0,9.7,9.3,8.7,8.1,8.7,8.4,8.0,8.8,9.9,8.4
771FBB4DXPvAibaEXe/a4DMmDlc8UC4GnGxUuOtw,9.4,8.3,6.0,7.8,6.7,8.2,8.1,8.4,5.0,6.0
772208D6XPvAibaEXe92/FvKjToSofxvhlm3nIl6,7.0,2.0,6.9,6.4,6.5,6.4,5.7,7.0,7.2,6.7
772227F1XPvAibaEXe9UjnPPEYi4UX3ecZSJtG3q,6.7,8.2,8.1,8.1,7.9,1.7,7.9,8.2,8.5,8.4
7722CEB5XPvAibaEXe+g3Xy9tRX9oofGdI8VpaLi,5.9,7.5,7.0,8.0,8.3,7.9,8.4,7.1,6.4,7.1
77256094XPvAibaEXe8IVQevnJpgRkrukonUBB0M,7.5,7.6,8.2,8.0,9.4,7.9,7.9,7.6,8.6,7.7
77280D69XPvAibaEXe+zviMYuJzmlV8/AuX9hCbJ,7.9,7.6,8.7,8.3,7.7,8.3,8.9,9.3,7.4,6.3
77360EA9XPvAibaEXe+jpgatmakYN1kOJjxd9tLh,6.8,8.0,8.1,7.9,8.6,5.4,7.2,9.6,8.5,7.4
775599BAXPvAibaEXe99cj54RqRPP77c9vWGV5og,8.7,8.5,7.8,7.5,8.9,8.4,8.0,9.2,8.3,8.3
775A6DD6XPvAibaEXe8NShKJ2y7VAtGYvmx5yMl0,7.8,8.8,9.5,8.1,8.6,7.7,10.0,9.5,9.2,7.2
77658221XPvAibaEXe8Vzfjn3dDTTztaNiicNoDI,9.0,7.9,8.0,7.8,8.2,7.1,5.0,9.3,8.0,8.2
776EE838XPvAibaEXe+Kq/D5TJTXc9PN6vi6CAQg,7.7,8.4,8.6,8.1,9.5,9.2,9.3,8.8,9.0,9.3
7790E1BAXPvAibaEXe/z9L7tMg5te2NTZrfhVS56,6.1,7.6,5.9,5.6,6.2,6.4,7.8,5.4,7.2,7.6
77945644XPvAibaEXe91lOGt4F0zYPV+Go1GRAqq,7.4,6.7,5.6,7.3,7.3,5.7,6.3,7.1,9.1,8.0
77955687XPvAibaEXe+7Ce1uw1ikU2pmCB6WvnOp,9.6,8.7,9.0,7.1,7.4,9.7,8.9,8.5,10.0,8.0
77975167XPvAibaEXe/pS44gx8Fm9v9+sdp2PraC,5.9,7.7,6.3,7.7,9.2,9.1,7.9,5.2,8.8,5.1
7799CABBXPvAibaEXe/33FMzfi5mecGbtNM11HXT,7.8,8.9,0.0,0.0,0.0,10.0,9.4,8.9,8.5,8.1
779D8D62XPvAibaEXe/Fv9q7dZquWQrCuy9ElXon,8.6,7.6,6.6,7.6,7.9,8.2,6.9,9.0,9.1,7.7
77A43185XPvAibaEXe9iepFIQz9mxaUoUXQd0Z2Y,8.6,8.3,7.5,7.5,9.4,7.5,7.5,8.3,6.7,7.3
77A9AB10XPvAibaEXe+vuDGG5hNDvw5aaXqTSIpI,7.3,8.2,5.0,6.1,6.0,6.7,6.9,7.6,9.4,6.3
77CA404FXPvAibaEXe+HJXKqpCHBIqSe9+dKQFfn,5.1,7.2,5.1,6.8,5.6,6.6,8.5,9.4,7.3,7.6
77D30C4BXPvAibaEXe9F+oU8wuNbqPQ0RvvesXHZ,7.7,6.0,5.1,5.2,6.2,5.7,6.3,7.7,5.3,7.6
77D80081XPvAibaEXe/k16nYNlOi0W0U3nHBxgRa,8.7,7.2,8.2,8.0,9.3,5.6,7.5,7.8,6.2,8.0
77E7AFACXPvAibaEXe8h19maTis8uJTnptqgobO5,8.1,7.9,8.9,8.2,8.1,8.9,7.8,8.7,6.0,5.7
77F13F9AXPvAibaEXe/RK0UQl+DMK0Yv0VwcjDRS,8.0,8.7,9.1,8.1,8.4,9.7,9.4,9.0,9.9,8.1
77F4B087XPvAibaEXe9QtbUU7TEFhMf6Hzppu0kp,8.5,8.4,9.3,8.8,9.1,8.4,7.5,8.3,8.7,8.5
77FBCDC3XPvAibaEXe/wM5TrBBCDMQ8wnHvW/pHr,8.7,5.2,6.5,6.5,7.4,6.2,7.0,6.4,5.0,5.0
7806D9BAXPvAibaEXe9IFJLLU9DVVQ7bFL8KvJIW,5.2,6.6,7.2,6.5,7.9,6.5,6.9,8.5,6.4,5.0
78348465XPvAibaEXe915NmCViXOMBUhsU8mmHEB,5.4,8.0,5.3,7.6,7.3,5.5,8.2,7.4,6.8,7.2
7835A78BXPvAibaEXe+h1r+uCFoIjy5o6OhR4wFN,8.8,8.8,8.7,8.3,9.4,6.2,9.7,8.5,8.2,7.8
78372011XPvAibaEXe/fptT4PBq8NDOHHOREBbs/,6.9,6.4,6.7,8.7,8.3,6.3,7.2,7.1,7.1,5.7
7843249EXPvAibaEXe81fV8vPRwD6GjOyqUKsOyG,9.1,8.5,7.7,8.4,6.8,9.3,7.4,9.3,10.0,9.0
786CBBC1XPvAibaEXe8qgRlcblbl2u4+2Kw/Oa4I,6.2,5.6,0.0,0.0,0.3,6.0,8.3,8.2,5.1,6.7
7871BDF9XPvAibaEXe/PrIR+BvN04Tnyrqixv6G6,8.4,8.7,7.1,7.8,9.5,8.9,9.1,9.3,8.6,7.8
788BA2EEXPvAibaEXe80lJLbnvW/+xPSvVDEvJUz,8.6,8.7,8.2,7.6,8.2,7.9,9.0,8.2,8.6,8.5
788F04B7XPvAibaEXe8/fn01KaU91HleMeYcO7Pi,7.9,9.2,7.7,7.3,9.0,8.1,8.2,8.5,9.0,8.9
789D69CAXPvAibaEXe8jzQvYm0cG3T0F0ppto3S5,7.5,7.8,5.6,6.6,6.9,5.4,6.3,7.0,6.4,7.2
78A4BCD2XPvAibaEXe/+5dmtHXoxmpSuEW57nevC,8.8,7.6,7.2,8.1,8.6,9.1,6.7,9.1,10.0,8.1
78C54EAEXPvAibaEXe/wtdrPHYnwmS5oN2Zd/qz9,8.8,9.0,9.0,8.3,8.3,6.2,8.4,6.8,8.5,8.0
78D001B0XPvAibaEXe+Xbs+mKMRabTSRMoEMPzuk,7.5,9.0,8.4,8.0,7.5,7.5,8.6,8.1,6.9,9.5
78DF9578XPvAibaEXe9u8WkkFAXhjPLzdqxX/4rC,6.5,5.0,6.2,6.9,5.0,6.5,5.7,8.0,5.2,7.0
78EDD8F2XPvAibaEXe9pP8dZzsptNif+OB7tNhBI,7.4,5.4,1.4,0.6,0.6,8.1,8.8,7.5,7.0,6.0
78F654B0XPvAibaEXe/MFNByxh05b+fwC/Vm8iLA,8.4,9.2,6.4,6.9,5.6,8.5,7.9,5.4,7.2,7.0
78F6B7E9XPvAibaEXe8Bq6xNX3rcoXPfa6rAYDPc,5.0,5.2,6.4,8.1,7.5,6.2,6.8,8.0,6.7,0.0
78FAE6ABXPvAibaEXe8dsW93DhIODLU+ns5VjCNp,5.7,8.4,7.0,8.7,7.9,7.9,8.8,6.9,6.5,7.2
7909957DXPvAibaEXe+y9Z7iOH0a5LfIqp/RfQ7G,5.6,6.6,5.3,7.3,9.2,6.9,5.7,6.0,7.2,8.1
790A7A3DXPvAibaEXe9dY3g0Pb8XoKittaXvtOYl,8.3,6.1,5.9,8.3,6.7,7.6,9.3,5.8,5.7,5.7
79121781XPvAibaEXe8DKLspTitOym4HnOB9L92l,8.6,5.7,6.3,6.9,5.5,5.4,6.8,6.3,7.4,6.6
791ADCC0XPvAibaEXe/HavVGti21aPwVbUchuYO0,7.4,9.0,8.1,7.1,8.2,8.3,8.8,9.8,9.9,7.5
79421B91XPvAibaEXe8CqCge8kg/0Ph39Vzi9ZMA,8.9,8.1,8.6,8.0,9.1,9.0,8.0,8.7,8.5,9.1
7948E4DAXPvAibaEXe/xTzwuk9WZJso6u2XOTwKz,8.6,8.5,9.4,8.8,8.9,9.3,10.0,9.3,10.0,8.8
794AF669XPvAibaEXe/7VNok06ub0KSN0xZ1STyn,9.1,9.5,7.9,8.0,8.5,7.0,8.5,8.2,8.9,8.3
794F4933XPvAibaEXe8YD29zP3MXDwVlPj1MfWns,7.2,7.5,6.3,6.6,7.9,7.9,8.5,9.0,9.0,6.4
7952399AXPvAibaEXe/EKiY6F5FD8I7YYXs6cBFI,5.2,5.6,6.0,5.5,6.0,5.4,5.8,7.0,5.2,6.5
79691E71XPvAibaEXe+el9HxC/V5Nhqw8qQNt0T6,9.7,8.0,9.2,8.1,9.4,8.6,8.9,9.4,9.8,9.3
796DD7BCXPvAibaEXe8JDP83oALuEXws3gk6+ozH,6.2,3.0,5.1,6.1,6.4,6.9,6.6,7.0,5.2,5.0
79765D54XPvAibaEXe8bHoSDwbr9UjcNQwX9/a8s,9.7,8.9,8.1,8.9,7.7,10.0,8.0,9.2,8.6,8.4
79792F25XPvAibaEXe+OhmjSj4XEzSgsSrHu3R1g,5.0,8.0,5.5,5.5,6.0,5.7,7.7,6.3,3.5,3.9
798320BBXPvAibaEXe/5DpC15pEkHcCzAQREY9Yw,8.3,9.6,8.9,7.9,9.7,9.5,9.2,8.0,8.2,8.0
79876914XPvAibaEXe/J0r+JN9xEWb7kDWep2V4E,8.6,8.8,8.6,7.1,9.1,7.5,6.8,8.2,9.9,8.0
7988A356XPvAibaEXe8Pc6kxKoLNaRotEqMEDdsm,8.5,7.5,8.2,8.8,9.3,8.8,8.5,7.4,8.3,7.2
79A89A60XPvAibaEXe8dsW93DhIODNA2OSbjNVuN,9.0,7.1,5.6,6.3,7.9,5.4,6.0,7.0,8.0,5.3
79BF4C0FXPvAibaEXe9u8ftW5AKWEY9bz5RCXIMJ,8.8,8.2,8.9,6.9,7.5,9.5,10.0,7.6,10.0,7.7
79C142A8XPvAibaEXe/QkTB1xN5MPEjv7NFDhoPp,6.9,7.7,8.8,8.8,8.7,6.8,9.1,9.0,8.7,7.2
79C692B1XPvAibaEXe+k7kwcfMfIzAFXv0ohWWfY,8.5,8.8,6.7,7.3,8.1,6.6,6.4,9.4,8.3,8.1
79C766AFXPvAibaEXe/IDqkIV3HZqqLuREuUWshq,8.5,9.2,6.6,6.3,8.8,7.3,7.8,7.3,7.0,7.5
79CAD055XPvAibaEXe8zgH8M9OgLp8MDzT4FXZuV,8.0,8.5,8.8,8.4,7.6,7.0,8.8,7.8,9.1,7.2
79CB530BXPvAibaEXe8c9xa8228bbQQezKTKntp1,8.9,9.0,6.0,7.1,7.5,9.2,7.0,7.6,5.2,9.3
79DF0DD4XPvAibaEXe9Rxq3EQECnGd5G/qR26MNG,7.8,6.7,0.1,1.6,0.0,3.4,3.3,6.0,2.7,4.0
7A1F2FCBXPvAibaEXe+XOEV1VJ5O21IUFe2koBmI,8.6,8.3,8.5,7.6,9.6,9.3,8.6,7.4,5.7,8.0
7A21477AXPvAibaEXe9klODFLmnXjQPZzhGz3YvS,8.4,9.0,8.9,9.3,9.3,8.9,9.5,8.5,9.3,9.8
7A2BA253XPvAibaEXe8uwu/zAVb889XwxrOc99YW,7.0,7.2,7.0,6.3,8.9,7.6,7.2,8.0,8.5,6.1
7A2E0EDBXPvAibaEXe/UmsX+Yo/cn8c6Cpw6bq3t,7.0,7.9,7.9,7.4,8.3,9.7,9.7,9.7,9.7,7.9
7A3A792BXPvAibaEXe8Ukkk1brkJ6rGDkRAFHO/k,7.0,7.2,7.1,7.1,6.5,5.2,6.8,5.5,8.7,6.4
7A57EF28XPvAibaEXe9oautwyg1fuGrURy+0L26m,7.6,8.5,8.2,8.4,9.1,7.8,9.1,8.4,8.8,9.8
7A6599ABXPvAibaEXe8iOnzuCL8V+PjT1K+oDuKz,8.7,7.4,7.5,7.5,7.8,8.6,6.6,8.2,7.9,6.4
7A6AB505XPvAibaEXe9dgf/EzU6ZBWhQ7i8cB9br,8.7,9.1,5.9,8.4,9.3,8.8,9.7,5.8,8.9,8.1
7A79D442XPvAibaEXe9iVChpJY9DISVYai9kin5J,6.5,6.2,6.4,7.2,6.4,7.8,8.1,6.8,5.6,5.8
7A7CEEEEXPvAibaEXe9ZTltLMa5Dt9dHGCzBPcE7,6.9,8.7,9.4,8.5,9.3,9.1,6.9,8.5,7.9,8.0
7A87899EXPvAibaEXe9oautwyg1fuFFjAGiNgYvQ,9.6,9.3,9.8,8.6,9.5,9.5,9.7,10.0,9.7,9.3
7A8B1A8AXPvAibaEXe/4WyTnp6RTwn3NER+CHPX8,8.5,9.2,7.5,8.4,7.6,8.2,7.7,8.8,8.4,8.0
7AABA828XPvAibaEXe81fV8vPRwD6DL+DJpIGfz0,8.8,9.2,8.5,8.0,9.4,6.6,7.4,9.0,8.4,8.2
7AACABD4XPvAibaEXe8IVQevnJpgRscouupR5n18,7.2,8.6,9.5,7.8,8.3,7.6,8.8,8.2,9.0,7.6
7AAD2423XPvAibaEXe+hgaeObL7HTspO+ZbAqoTa,8.3,5.1,4.1,6.8,7.3,8.6,4.1,6.2,7.7,6.1
7AADE080XPvAibaEXe/gedqgAoZha5ps5qZCvuhw,9.4,8.7,8.3,5.9,8.3,8.8,9.8,9.0,10.0,8.5
7AB536BCXPvAibaEXe+HJXKqpCHBIlw8Z1/OqCGR,7.2,7.5,5.7,6.9,8.4,5.2,8.9,8.5,7.6,7.2
7ABCD585XPvAibaEXe9J+wD+ah8CNHP9iOkYwtFo,7.0,4.8,7.0,5.5,5.8,5.1,5.8,7.6,7.3,9.0
7AC8EBDDXPvAibaEXe8gSpVbHkiPI8UbVHIpnH4t,5.0,7.0,5.9,6.4,6.7,5.6,8.7,6.5,5.8,7.0
7AD05EC8XPvAibaEXe/UqphXuwxfvNcMhWlmOTVr,9.6,8.8,9.1,9.4,7.9,8.9,10.0,9.5,10.0,8.2
7ADA2CA5XPvAibaEXe87cFnqlCoR2TzAxSsFVNsU,5.2,4.5,6.2,5.8,6.7,5.0,5.0,8.3,6.1,6.7
7ADE97C3XPvAibaEXe9exxmVkEmOjevTn+ICxE2z,8.2,5.3,7.5,8.4,6.6,6.8,9.8,8.3,5.5,5.5
7AE2B947XPvAibaEXe+Eq5yVDvOLCqZlLxDCDwtC,8.2,8.3,9.2,9.1,6.9,9.2,7.9,7.7,9.0,8.6
7AEE3155XPvAibaEXe8VTfh7IMCjrwz2QSSSQL0x,7.1,7.1,6.5,5.9,6.1,6.5,8.0,6.4,5.3,7.0
7AFCC22CXPvAibaEXe+XuNgf2Sify2weTMuTp/sW,8.3,9.7,9.4,8.4,8.4,9.6,10.0,9.5,9.7,9.1
7AFD7535XPvAibaEXe8y6/RMXZRwBXIh5HEXe283,8.2,6.3,7.5,6.5,5.9,4.3,7.7,6.3,0.0,3.0
7B20E493XPvAibaEXe+LbmSTUWVMuONuSvs2x/3l,9.4,7.5,6.4,5.9,5.1,6.7,9.0,8.8,6.9,5.6
7B24FD51XPvAibaEXe+2WNqGC1yvSL7/7QqnCgZj,7.9,7.2,6.3,6.3,6.9,6.4,7.3,7.3,8.6,6.8
7B33AC76XPvAibaEXe93zTruI/+aDOFo+U3FMB5d,9.3,8.6,9.0,8.6,8.8,10.0,9.7,9.4,9.7,8.0
7B3B4381XPvAibaEXe/vLuL4I6ayywZqp1eg+kfO,5.8,7.9,7.1,7.1,8.3,7.0,8.9,8.6,8.1,6.5
7B44150FXPvAibaEXe9APrO/ahEJpugweIA6shpU,8.9,9.0,9.6,9.1,8.9,9.8,9.2,8.3,8.1,8.4
7B47A01BXPvAibaEXe/0v8CZZDrcgkgyH5YAoI/t,9.1,8.7,7.9,8.3,8.4,8.9,6.5,9.6,8.7,8.3
7B48BAE6XPvAibaEXe/GJ3MUiqGRm3W33anMYlHp,5.5,8.6,7.7,8.6,7.5,5.6,7.7,5.5,6.5,8.0
7B4E5583XPvAibaEXe+UUQWJxakK0oIdbRn4qz8u,6.9,8.4,8.2,7.1,8.7,9.3,8.6,6.5,9.4,8.8
7B504100XPvAibaEXe/3r71QULrjpzFwgPRTddxt,8.8,9.7,7.5,7.5,8.1,9.2,10.0,9.7,8.9,8.0
7B5BAD7BXPvAibaEXe8bO62utXl2FThiRbI7bwm7,5.4,6.8,8.0,6.3,7.5,5.8,7.1,7.0,6.5,6.8
7B708B18XPvAibaEXe+kZ0usiWMt+qvSMNn/0Adz,9.2,8.7,9.0,8.8,9.0,8.6,9.0,8.2,9.5,8.2
7B768176XPvAibaEXe8jOKYsh0sA3vkdYiaXsqcm,8.5,8.8,8.0,8.2,9.2,6.3,9.7,6.5,7.7,7.0
7B7F993CXPvAibaEXe++B0JyCbXA1DLReLiuwrPr,7.4,5.5,5.3,5.6,7.4,5.9,8.0,7.0,7.9,6.8
7BB878A1XPvAibaEXe+jQfayvnobXplnB+Dv6V7E,8.6,7.9,8.0,8.1,8.5,8.8,8.9,9.4,8.1,8.1
7BC09E4DXPvAibaEXe8E6yzSPpyFOY5if8q8PnHf,6.0,7.8,5.4,5.9,8.3,6.6,8.6,6.4,6.9,5.0
7BC1A77BXPvAibaEXe/VQHzzHDYACQ1mGv5UfbHn,8.1,9.2,8.5,6.6,8.3,9.4,7.9,9.6,10.0,8.2
7BE7D291XPvAibaEXe8KuJNEATWS80iNHGAraG77,8.2,9.5,6.2,5.9,8.1,8.4,8.8,10.0,7.3,9.1
7BEAB732XPvAibaEXe8PcTqQe5AuP71Dl9jFqFw2,9.2,8.3,8.8,7.9,8.2,9.1,9.5,8.4,8.3,8.3
7C05883DXPvAibaEXe9e5yvZyP+PzoeFWS3TEMP7,6.0,8.4,8.3,7.8,8.4,6.3,8.7,8.3,9.4,8.3
7C05A0B6XPvAibaEXe+Ya8MABQC4RL91PsLeuKen,9.1,9.4,9.7,9.6,8.9,10.0,9.7,9.6,9.7,9.1
7C165D6EXPvAibaEXe9MpQ5WhbYsPiQb5oeCjF+y,7.1,3.4,5.4,5.9,5.3,5.7,5.4,6.6,7.4,6.4
7C21D62FXPvAibaEXe+KaiYHkmXYCSer52sRupis,9.6,9.0,9.7,8.8,9.4,9.8,9.7,9.0,9.8,9.0
7C27796CXPvAibaEXe8Vh+AQMuj+NP0pHPOXtPSz,7.9,7.8,6.2,7.8,6.2,7.8,8.1,6.4,6.4,5.0
7C2BCC03XPvAibaEXe/V92w6Vxv2ryA/h/0ZZ6/Q,5.8,7.3,6.1,6.5,6.3,9.4,9.3,8.2,8.2,6.9
7C2CEA0AXPvAibaEXe92/FvKjToSoV72xUFP9rNQ,8.5,8.3,9.5,8.9,8.1,9.9,9.7,9.6,9.9,8.2
7C35A96BXPvAibaEXe+HLUCsScXdBp8oxQ+8YQb7,9.1,9.4,7.3,9.1,9.0,9.4,9.5,9.4,9.5,9.5
7C46382AXPvAibaEXe+xnA4ejL8zvd1tUNMjaZRO,9.7,10.0,9.7,9.0,9.0,8.6,9.6,9.6,9.6,9.4
7C4D6E77XPvAibaEXe/yn0DHlpTGLYJIS84ytxBs,8.7,8.9,8.8,7.6,8.7,8.6,7.9,8.8,9.1,9.3
7C628A63XPvAibaEXe8qwxsYP7Gy4UpvzhUSOqqI,6.2,6.2,6.1,5.1,6.7,7.4,7.1,7.9,6.6,4.6
7C75D925XPvAibaEXe9Zp44TyFcBSARHrqyLyabd,9.6,7.7,9.1,8.6,8.7,9.7,9.4,7.6,9.7,8.2
7C7BFA32XPvAibaEXe/k16nYNlOi0bxHGWCEio9K,7.5,7.0,8.2,7.6,7.9,7.8,8.8,9.0,9.4,8.0
7C86F305XPvAibaEXe+2WNqGC1yvSF4/Jk65fmkL,8.6,8.8,9.1,7.5,7.4,7.2,8.2,8.9,8.9,7.3
7C923B8FXPvAibaEXe9eE5TKqV8tMRpeqdb+url3,8.1,7.5,8.4,8.6,9.2,8.2,8.0,8.3,8.8,8.3
7C9E27EFXPvAibaEXe8Fsd3dnKA7BWtqPMGyGcaD,7.8,9.6,9.7,9.5,9.5,7.7,9.3,9.8,9.0,9.3
7C9F0AE3XPvAibaEXe+boSxJoV2lkKRU+wZuskzO,8.7,9.4,9.1,9.5,9.2,8.6,10.0,10.0,10.0,8.9
7CA35A03XPvAibaEXe/cJxaw79CIvjnf7zwNLUZO,8.4,4.0,7.6,8.1,8.8,5.0,5.8,7.6,5.0,7.7
7CA9B092XPvAibaEXe+eRvTdABjauVddCl8b8YyU,5.8,6.6,7.8,9.1,7.8,6.7,7.7,7.1,7.4,7.3
7CC3207DXPvAibaEXe+1exR/9VxBI8Qf8+bvMzyj,9.7,8.3,7.6,7.6,9.1,7.7,8.3,8.2,9.7,7.9
7CC3E8D3XPvAibaEXe85qP6RA1XpqrHYRmuBc835,5.6,7.1,7.2,6.5,7.6,8.2,6.7,7.2,8.7,5.5
7CC504C7XPvAibaEXe+L7yr6xo33KlsHIb7xKLQV,7.5,7.1,6.9,7.0,7.5,7.5,8.3,7.9,7.7,6.5
7CD26520XPvAibaEXe9F+oU8wuNbqDH/0qXXVbp5,6.1,6.3,5.2,5.6,5.8,7.1,6.3,7.6,6.7,7.0
7CD6C7E2XPvAibaEXe8mAGU8TlDzsswIFIIM7rl7,8.6,9.0,8.5,8.4,9.6,9.4,9.4,9.7,8.9,7.7
7CDF569AXPvAibaEXe+RuJt6KkmrDAXVg6Kpk6bw,7.0,8.5,9.7,9.3,9.4,8.6,8.8,8.7,8.3,8.7
7CE0E656XPvAibaEXe8JNpgMW2c4UDY5KYrMOBL5,5.2,6.1,4.6,5.4,7.8,5.4,6.4,5.2,7.4,5.9
7CE35C08XPvAibaEXe+L4+qEMJ/L9ayGXcYW/1jo,5.1,4.5,6.6,5.1,6.6,5.0,6.2,7.3,5.2,3.9
7CF26F2BXPvAibaEXe9xLM9bjmqfKdxrlF6JoAGL,8.2,10.0,8.9,8.4,8.3,9.3,9.9,8.5,8.2,8.2
7CFB419AXPvAibaEXe+n07P56kWx2MdC5TJy2BzY,8.4,9.2,9.3,8.9,9.0,8.4,9.6,9.3,7.3,7.8
7D1E0EBBXPvAibaEXe8OSOsXgIr1Ifjh1Jzxruo4,7.7,6.8,8.4,7.4,7.5,8.1,6.5,8.0,9.2,7.3
7D2BFCCEXPvAibaEXe/Ep1mHRpPbrLnl5rhjFSXj,7.0,6.7,7.7,5.0,7.3,5.9,6.6,6.7,9.1,7.3
7D2F75ECXPvAibaEXe/UEORkxzaGRt7GYUvVBfAJ,7.8,9.2,9.2,6.2,8.1,8.0,8.9,8.9,8.7,7.9
7D4076ACXPvAibaEXe8VTfh7IMCjrynZuhAfB6QW,5.8,7.0,6.1,7.4,6.3,5.9,5.9,7.5,6.4,8.0
7D5072D6XPvAibaEXe+LaXEhdAaoNCxzL6SSSvJz,9.2,8.8,7.3,7.0,7.9,8.3,6.4,8.8,6.6,8.0
7D62B87EXPvAibaEXe8YD29zP3MXD5VNeo4qOJje,9.0,8.1,7.5,9.6,8.9,9.5,8.5,9.5,9.6,7.3
7D6AED70XPvAibaEXe9dY3g0Pb8XoMkQAFR7pUUQ,8.9,7.0,7.7,7.6,8.2,7.1,5.7,7.2,7.5,6.0
7D75D845XPvAibaEXe/Nq24Gaz1febpA/AVUAivH,6.7,6.4,5.9,6.7,7.1,6.8,7.3,8.5,6.7,5.0
7D7C4862XPvAibaEXe9QtbUU7TEFhAYI81ViiUeX,7.0,6.4,6.7,5.6,7.3,7.7,6.5,5.9,7.8,7.1
7D90605EXPvAibaEXe+Kq/D5TJTXc4lYZZJqC10k,7.0,8.6,8.3,7.4,7.6,8.8,8.7,8.7,9.5,8.0
7DA60DC0XPvAibaEXe8p0SHbVuGO+r/4ESAng1c3,10.0,9.7,9.1,9.3,8.4,9.3,9.4,9.7,6.4,7.8
