mssv,IT001,IT003,IT004,IT005,IT007,MA003,MA004,MA005,MA006,IT002
7AACABD4XPvAibaEXe8IVQevnJpgRscouupR5n18,B,A,A,B,A,B,A,A,A,1
7AAD2423XPvAibaEXe+hgaeObL7HTspO+ZbAqoTa,A,C,F,B,B,A,F,C,B,1
7AADE080XPvAibaEXe/gedqgAoZha5ps5qZCvuhw,A,A,A,C,A,A,A,A,A,1
7AB536BCXPvAibaEXe+HJXKqpCHBIlw8Z1/OqCGR,B,B,C,B,A,C,A,A,B,1
7ABCD585XPvAibaEXe9J+wD+ah8CNHP9iOkYwtFo,B,F,B,C,C,C,C,B,B,1
7AC8EBDDXPvAibaEXe8gSpVbHkiPI8UbVHIpnH4t,C,B,C,C,B,C,A,B,C,1
7AD05EC8XPvAibaEXe/UqphXuwxfvNcMhWlmOTVr,A,A,A,A,B,A,A,A,A,1
7ADA2CA5XPvAibaEXe87cFnqlCoR2TzAxSsFVNsU,C,F,C,C,B,C,C,A,C,1
7ADE97C3XPvAibaEXe9exxmVkEmOjevTn+ICxE2z,A,C,B,A,B,B,A,A,C,1
7AE2B947XPvAibaEXe+Eq5yVDvOLCqZlLxDCDwtC,A,A,A,A,B,A,B,B,A,1
7AEE3155XPvAibaEXe8VTfh7IMCjrwz2QSSSQL0x,B,B,B,C,C,B,A,C,C,1
7AFCC22CXPvAibaEXe+XuNgf2Sify2weTMuTp/sW,A,A,A,A,A,A,A,A,A,1
7AFD7535XPvAibaEXe8y6/RMXZRwBXIh5HEXe283,A,C,B,B,C,F,B,C,F,0
7B20E493XPvAibaEXe+LbmSTUWVMuONuSvs2x/3l,A,B,C,C,C,B,A,A,B,1
7B24FD51XPvAibaEXe+2WNqGC1yvSL7/7QqnCgZj,B,B,C,C,B,C,B,B,A,1
7B33AC76XPvAibaEXe93zTruI/+aDOFo+U3FMB5d,A,A,A,A,A,A,A,A,A,1
7B3B4381XPvAibaEXe/vLuL4I6ayywZqp1eg+kfO,C,B,B,B,A,B,A,A,A,1
7B44150FXPvAibaEXe9APrO/ahEJpugweIA6shpU,A,A,A,A,A,A,A,A,A,1
7B47A01BXPvAibaEXe/0v8CZZDrcgkgyH5YAoI/t,A,A,B,A,A,A,B,A,A,1
7B48BAE6XPvAibaEXe/GJ3MUiqGRm3W33anMYlHp,C,A,B,A,B,C,B,C,B,1
7B4E5583XPvAibaEXe+UUQWJxakK0oIdbRn4qz8u,B,A,A,B,A,A,A,B,A,1
7B504100XPvAibaEXe/3r71QULrjpzFwgPRTddxt,A,A,B,B,A,A,A,A,A,1
7B5BAD7BXPvAibaEXe8bO62utXl2FThiRbI7bwm7,C,B,A,C,B,C,B,B,B,1
7B708B18XPvAibaEXe+kZ0usiWMt+qvSMNn/0Adz,A,A,A,A,A,A,A,A,A,1
7B768176XPvAibaEXe8jOKYsh0sA3vkdYiaXsqcm,A,A,A,A,A,C,A,B,B,1
7B7F993CXPvAibaEXe++B0JyCbXA1DLReLiuwrPr,B,C,C,C,B,C,A,B,B,1
7BB878A1XPvAibaEXe+jQfayvnobXplnB+Dv6V7E,A,B,A,A,A,A,A,A,A,1
7BC09E4DXPvAibaEXe8E6yzSPpyFOY5if8q8PnHf,C,B,C,C,A,B,A,C,B,1
7BC1A77BXPvAibaEXe/VQHzzHDYACQ1mGv5UfbHn,A,A,A,B,A,A,B,A,A,1
7BE7D291XPvAibaEXe8KuJNEATWS80iNHGAraG77,A,A,C,C,A,A,A,A,B,1
7BEAB732XPvAibaEXe8PcTqQe5AuP71Dl9jFqFw2,A,A,A,B,A,A,A,A,A,1
7C05883DXPvAibaEXe9e5yvZyP+PzoeFWS3TEMP7,C,A,A,B,A,C,A,A,A,1
7C05A0B6XPvAibaEXe+Ya8MABQC4RL91PsLeuKen,A,A,A,A,A,A,A,A,A,1
7C165D6EXPvAibaEXe9MpQ5WhbYsPiQb5oeCjF+y,B,F,C,C,C,C,C,B,B,1
7C21D62FXPvAibaEXe+KaiYHkmXYCSer52sRupis,A,A,A,A,A,A,A,A,A,1
7C27796CXPvAibaEXe8Vh+AQMuj+NP0pHPOXtPSz,B,B,C,B,C,B,A,C,C,1
7C2BCC03XPvAibaEXe/V92w6Vxv2ryA/h/0ZZ6/Q,C,B,C,B,C,A,A,A,A,1
7C2CEA0AXPvAibaEXe92/FvKjToSoV72xUFP9rNQ,A,A,A,A,A,A,A,A,A,1
7C35A96BXPvAibaEXe+HLUCsScXdBp8oxQ+8YQb7,A,A,B,A,A,A,A,A,A,1
7C46382AXPvAibaEXe+xnA4ejL8zvd1tUNMjaZRO,A,A,A,A,A,A,A,A,A,1
7C4D6E77XPvAibaEXe/yn0DHlpTGLYJIS84ytxBs,A,A,A,B,A,A,B,A,A,1
7C628A63XPvAibaEXe8qwxsYP7Gy4UpvzhUSOqqI,C,C,C,C,B,B,B,B,B,0
7C75D925XPvAibaEXe9Zp44TyFcBSARHrqyLyabd,A,B,A,A,A,A,A,B,A,1
7C7BFA32XPvAibaEXe/k16nYNlOi0bxHGWCEio9K,B,B,A,B,B,B,A,A,A,1
7C86F305XPvAibaEXe+2WNqGC1yvSF4/Jk65fmkL,A,A,A,B,B,B,A,A,A,1
7C923B8FXPvAibaEXe9eE5TKqV8tMRpeqdb+url3,A,B,A,A,A,A,A,A,A,1
7C9E27EFXPvAibaEXe8Fsd3dnKA7BWtqPMGyGcaD,B,A,A,A,A,B,A,A,A,1
7C9F0AE3XPvAibaEXe+boSxJoV2lkKRU+wZuskzO,A,A,A,A,A,A,A,A,A,1
7CA35A03XPvAibaEXe/cJxaw79CIvjnf7zwNLUZO,A,F,B,A,A,C,C,B,C,1
7CA9B092XPvAibaEXe+eRvTdABjauVddCl8b8YyU,C,B,B,A,B,B,B,B,B,1
7CC3207DXPvAibaEXe+1exR/9VxBI8Qf8+bvMzyj,A,A,B,B,A,B,A,A,A,1
7CC3E8D3XPvAibaEXe85qP6RA1XpqrHYRmuBc835,C,B,B,B,B,A,B,B,A,1
7CC504C7XPvAibaEXe+L7yr6xo33KlsHIb7xKLQV,B,B,B,B,B,B,A,B,B,1
7CD26520XPvAibaEXe9F+oU8wuNbqDH/0qXXVbp5,C,C,C,C,C,B,C,B,B,1
7CD6C7E2XPvAibaEXe8mAGU8TlDzsswIFIIM7rl7,A,A,A,A,A,A,A,A,A,1
7CDF569AXPvAibaEXe+RuJt6KkmrDAXVg6Kpk6bw,B,A,A,A,A,A,A,A,A,1
7CE0E656XPvAibaEXe8JNpgMW2c4UDY5KYrMOBL5,C,C,F,C,B,C,C,C,B,1
7CE35C08XPvAibaEXe+L4+qEMJ/L9ayGXcYW/1jo,C,F,B,C,B,C,C,B,C,0
7CF26F2BXPvAibaEXe9xLM9bjmqfKdxrlF6JoAGL,A,A,A,A,A,A,A,A,A,1
7CFB419AXPvAibaEXe+n07P56kWx2MdC5TJy2BzY,A,A,A,A,A,A,A,A,B,1
7D1E0EBBXPvAibaEXe8OSOsXgIr1Ifjh1Jzxruo4,B,B,A,B,B,A,B,A,A,1
7D2BFCCEXPvAibaEXe/Ep1mHRpPbrLnl5rhjFSXj,B,B,B,C,B,C,B,B,A,1
7D2F75ECXPvAibaEXe/UEORkxzaGRt7GYUvVBfAJ,B,A,A,C,A,A,A,A,A,1
7D4076ACXPvAibaEXe8VTfh7IMCjrynZuhAfB6QW,C,B,C,B,C,C,C,B,C,1
7D5072D6XPvAibaEXe+LaXEhdAaoNCxzL6SSSvJz,A,A,B,B,B,A,C,A,B,1
7D62B87EXPvAibaEXe8YD29zP3MXD5VNeo4qOJje,A,A,B,A,A,A,A,A,A,1
7D6AED70XPvAibaEXe9dY3g0Pb8XoMkQAFR7pUUQ,A,B,B,B,A,B,C,B,B,1
7D75D845XPvAibaEXe/Nq24Gaz1febpA/AVUAivH,B,C,C,B,B,B,B,A,B,1
7D7C4862XPvAibaEXe9QtbUU7TEFhAYI81ViiUeX,B,C,B,C,B,B,B,C,B,1
7D90605EXPvAibaEXe+Kq/D5TJTXc4lYZZJqC10k,B,A,A,B,B,A,A,A,A,1
7DA60DC0XPvAibaEXe8p0SHbVuGO+r/4ESAng1c3,A,A,A,A,A,A,A,A,C,1
7DBF537DXPvAibaEXe8NM1/5chXJmkzIU6225gPv,A,A,A,A,A,A,A,A,A,1
7DC63407XPvAibaEXe86Rqk7wH1x9OeXT1Cz9qkH,C,B,C,C,C,C,B,C,A,1
7DCCA52CXPvAibaEXe99cj54RqRPP73Wwoz2OYiy,B,C,C,B,B,C,B,C,B,1
7DE869A0XPvAibaEXe8mAGU8TlDzsvC0KaxQL2ug,A,B,A,A,A,A,A,B,A,1
7DFE91CCXPvAibaEXe9lyNw7zdm99nFiOUjwC3Z8,A,B,B,B,A,B,A,B,A,1
7E14FCE2XPvAibaEXe9O6/F07jTuv/syDQU8xrvy,A,A,B,B,B,B,A,A,B,1
7E1C7713XPvAibaEXe90TjJq9LqiZnDBhKzMxQ18,B,A,B,C,B,B,B,B,C,1
7E1DAB27XPvAibaEXe/nAyWBShz664FbKLPs7cR3,B,B,B,A,B,B,B,A,B,1
7E1F563AXPvAibaEXe8/fn01KaU91JYLB9viRCsV,B,A,A,B,B,B,B,B,A,1
7E297529XPvAibaEXe80CrbkBDr5tYJCMNTf6qPL,B,C,A,B,F,B,C,C,B,1
7E333D7AXPvAibaEXe+M8kZrNqSN40EAln0ZkIGA,A,A,A,A,A,A,A,A,A,1
7E3853DCXPvAibaEXe+boSxJoV2lkJhHPBWRkRqK,A,B,A,A,A,A,A,A,A,1
7E3D1093XPvAibaEXe9KDPR79yT+xPgPuPp029Cn,A,A,B,B,B,B,B,A,A,1
7E45D210XPvAibaEXe+jQfayvnobXrfuQgDj3ICI,A,B,C,C,B,A,A,A,A,1
7E5B4B7DXPvAibaEXe/X5ZhFzI36lNpO7aEm0NPX,A,B,C,B,C,B,B,B,A,1
7E64F9F5XPvAibaEXe8riuHWhiKRR0IyjtDlKnU6,A,B,B,B,A,A,A,A,A,1
7E860EB1XPvAibaEXe9qltw0mIqvIW+7jbdZV9+1,C,C,C,C,B,A,B,B,B,1
7E8E6269XPvAibaEXe+Bn/Kbq8h84OsrwaWP9SkQ,A,A,A,B,A,A,A,A,A,1
7EA47449XPvAibaEXe8zAo0wu8vadiJgTgSo1K60,A,A,B,B,A,B,B,B,C,1
7EA90B05XPvAibaEXe8kQad4U9taeRNBO2TtDW3A,C,C,F,C,B,A,C,C,C,1
7EB8204AXPvAibaEXe+rucNIMwNDA62VtVwvk/ZN,A,B,C,A,A,C,A,B,B,1
7ED37754XPvAibaEXe/+5dmtHXoxmj/0FHjPeT68,A,A,A,B,B,A,A,A,A,1
7EF41158XPvAibaEXe80vzpG0swkn6gOnSwk37bW,A,A,C,B,B,A,A,A,A,1
7F061C53XPvAibaEXe9g/zM5tup2BR4OWTzcDBn/,C,B,B,A,A,B,A,A,A,1
7F18091BXPvAibaEXe8uwu/zAVb887EgqW8u6HNc,C,C,B,C,B,A,A,A,A,0
7F21D7CBXPvAibaEXe/YaY6MZEJIi92GLOnymj9G,B,A,A,B,A,B,B,B,B,1
7F3308CDXPvAibaEXe9m0F2yptF5U3+Xt7oHwKvK,A,A,B,B,B,B,A,A,A,1
7F49862DXPvAibaEXe8PuXjFLA9nLGl5CAPc30sh,B,A,C,A,A,A,A,B,A,1
7F4DBF67XPvAibaEXe815EPCWwbvwaQx27BUTx8v,F,C,F,B,F,F,B,C,F,1
7F500A90XPvAibaEXe9kEUKWGqhXVNhPAYoBaaTS,A,A,A,A,A,A,A,A,A,1
7F5318FDXPvAibaEXe8Bq6xNX3rcoUm08bueuOFR,A,A,A,A,A,B,A,A,A,1
7F545E8AXPvAibaEXe9pXJcjrAt8XvrJ5qyJ0OB7,B,B,A,A,A,A,A,A,C,1
7F620E6AXPvAibaEXe+NnQrnI1K9JGdO38UCJdcK,B,C,F,F,F,C,C,F,F,0
7F926D52XPvAibaEXe+A3Tjfwxprojp89WZoXXiu,C,B,C,B,B,C,A,B,B,1
7FA9D3DCXPvAibaEXe8iDpfibljbVIhxCsrkT4Yf,A,A,C,B,B,B,B,B,C,1
7FC289D3XPvAibaEXe+uWtCFQV0fxq9jgUKt3P5j,C,B,C,A,A,C,A,A,B,1
7FCE4511XPvAibaEXe+Mha34tPf5f6vV8cdH2I2f,F,F,F,C,F,C,B,B,C,1
7FD048DCXPvAibaEXe+yfG9g1htAWvVKoxb77wJs,C,C,F,F,C,A,C,C,C,0
7FD4DF6CXPvAibaEXe8+b4756rik/vD1ZpXUUCGL,B,B,B,B,B,C,A,A,C,1
7FE48BBEXPvAibaEXe+6333OdPqlxteOoDS5Ei1o,B,A,A,B,A,C,C,A,A,1
7FE730CCXPvAibaEXe+RHL8JvXl21FRSORQRcyzl,B,A,A,B,B,C,B,A,A,1
7FE76839XPvAibaEXe9bxIU3EBW/LphtLELvxpSd,B,B,C,B,B,C,C,C,B,1
7FF9FA1FXPvAibaEXe8gKCXg4S8TIF4n8QzCDV+J,A,A,A,A,B,A,A,A,A,1
80279E58XPvAibaEXe9e5yvZyP+PzmCg6DSmSUgh,B,A,C,A,B,A,A,B,A,1
8030D781XPvAibaEXe87cFnqlCoR2Tvpr+N2HnDu,A,A,B,A,A,A,A,A,A,1
803CD5A5XPvAibaEXe/RBAYWwu4rYPCE5IwuQFlQ,B,B,C,B,B,B,C,C,B,0
80472CCEXPvAibaEXe828ep1J4avvCZOk1++39jR,C,B,C,B,B,B,C,C,B,1
80603101XPvAibaEXe+Ps8zYokGtSWWSdKd2DDTs,C,C,C,B,C,C,C,C,B,1
806529A7XPvAibaEXe+q0E3QguGBpaRnFeH23a1j,A,A,C,B,B,B,C,C,A,1
80692E45XPvAibaEXe90z1QOLCQ2gjBkqNlXi1hC,A,A,A,B,B,B,A,B,A,1
8088204FXPvAibaEXe+oY4a6JBxVOLBsD/uXG4rD,A,B,B,A,C,A,A,A,A,1
80BC5D15XPvAibaEXe9xO+RAnsxzc+Gi1sBpzgcp,A,A,A,B,A,A,A,A,A,1
80C7FE89XPvAibaEXe9a1uWtqWQkWGMq+sKTT+Dp,A,A,A,A,A,A,A,A,A,1
80C9E79AXPvAibaEXe8B6jbWYL2ytJw1GV8fZ6RW,A,A,B,B,A,A,A,A,B,1
80D67765XPvAibaEXe+yfG9g1htAWvOSnMZp2270,B,A,A,B,A,A,A,A,A,1
80D748FBXPvAibaEXe/ZkCDd4JXTLutH1IQdqviy,B,A,A,A,A,B,A,A,B,1
80DF5FABXPvAibaEXe8WajRPpOtnVyZxK3kCRHlP,A,A,A,A,A,A,A,B,A,1
80E84091XPvAibaEXe8NM1/5chXJml1eQF65VZ4R,A,A,A,A,B,A,A,A,A,1
80EB2FFFXPvAibaEXe9g6r/97VInJkZhfYdS0/r3,A,A,A,A,A,A,A,A,B,1
80FA0ECEXPvAibaEXe/KP8Z+xE/sY+uEu3Ciph7N,A,A,A,B,A,A,A,A,A,1
8103E225XPvAibaEXe8b36blNCVklW5O7YWCCp/A,B,A,C,B,B,C,A,A,C,1
8107C15DXPvAibaEXe/W1ZBpbjj8QUeviTscoYLJ,A,A,A,B,B,A,A,A,A,1
810C3CB3XPvAibaEXe+ROAqc8OE8mICnZLlcLg9t,C,C,A,A,A,C,A,A,A,1
810F3500XPvAibaEXe+g4Lk2o86SJ7gRdXikEg4S,B,A,B,B,C,B,A,C,A,1
811B1775XPvAibaEXe+nNcqpVbk9mTC7ZbTaD86+,A,C,A,A,B,A,B,B,A,1
81210C39XPvAibaEXe+72vl6t/d8GS91bhcSkmKu,A,A,A,A,B,B,A,B,B,1
812238A2XPvAibaEXe+b6DqXDWl+uzrJYr/xvDdP,B,C,B,C,B,C,B,B,B,1
8125E5E5XPvAibaEXe8zgH8M9OgLp6MSJtboBP4e,A,A,A,A,A,C,A,A,A,1
812C5E9FXPvAibaEXe+WdrMfsV/1fVw27FKbS506,A,A,A,A,A,A,A,A,A,1
81340F4CXPvAibaEXe/NIxjlmPMMVUlS8wiTyN2j,A,A,B,A,B,A,A,A,A,1
81372132XPvAibaEXe/8adMMWxG4mSfNbwNsiYc8,A,B,B,B,B,A,B,B,C,1
814A1338XPvAibaEXe8UtLk0ua6nIBLPjs1dPKs5,F,C,F,C,C,C,C,F,C,0
814B138EXPvAibaEXe+Ff3P1PNDBGM7s77SxvPIl,A,B,B,B,A,C,B,A,C,1
814DECDCXPvAibaEXe++P1Ki321T8SRYTMMR57OU,A,A,B,B,B,A,A,B,A,1
815BC6BAXPvAibaEXe+PVAbtvmWztjKUVtlCbbjs,A,B,C,C,C,C,C,A,B,1
816B09EDXPvAibaEXe/9ugxkUZcLfCsP2F+g822+,C,C,C,B,B,C,B,B,B,1
816FB82AXPvAibaEXe+szMHbfc71UCGxWEPTj3H5,B,B,B,B,B,C,C,C,A,1
8176C378XPvAibaEXe9gkNN06c3nLUvaP7JS8RyW,B,A,B,B,A,B,A,B,A,1
81855ECEXPvAibaEXe8nuCevWXzMu4cxUUIgdrdw,B,C,B,B,B,B,C,B,C,1
81A16E02XPvAibaEXe98rLBMbW9WWZYzqql2Y9VW,C,F,F,C,F,F,F,F,C,0
81AD9251XPvAibaEXe90E3nxW1nyafaUb7Bjf4AS,A,A,A,A,A,A,A,A,A,1
81BED50DXPvAibaEXe/3SQynmW7eujPXqTOowx88,C,B,B,B,A,A,A,B,C,1
81E29EEDXPvAibaEXe9mu9ZmuYOdkk5LhyySNFnF,C,B,B,B,B,C,B,C,B,1
81EE8EF2XPvAibaEXe9o3csoNuwUvFCXzXJKbMVz,C,B,C,B,B,C,C,F,F,1
81EFF3DDXPvAibaEXe94sdmGYWWl8GQkMrRZg639,A,A,A,A,A,B,A,A,A,1
8207B626XPvAibaEXe/57ZZLpsI5pf+0jA4NZ9Ay,A,A,A,A,A,A,B,A,A,1
820D4115XPvAibaEXe9ylQoUTvcEfwP2rEGTClQb,C,A,A,C,C,B,B,B,C,1
821707E2XPvAibaEXe9PMniL1hA1ypn1IiuNCacy,B,C,B,B,C,B,B,B,C,1
82249036XPvAibaEXe/NvjoxH/C+eW7NQwl0gcfN,A,A,A,A,A,A,A,A,A,1
822DE1F1XPvAibaEXe8PcTqQe5AuP4ydqXAXByIR,B,A,C,C,C,A,C,B,A,1
822F7C35XPvAibaEXe+Pxorfe/k8Ce7lKLN/tEW6,C,C,C,B,B,B,B,A,A,1
823FA1C0XPvAibaEXe/GJ3MUiqGRm6FyvsVDant1,C,B,A,C,A,B,B,B,A,1
82547EC6XPvAibaEXe8+b4756rik/pr7xGsqP4MF,B,B,F,B,C,B,C,C,B,1
8260AC4EXPvAibaEXe+wnAHzeNC8YqRE0uIl+mi1,A,B,A,B,A,C,B,A,A,1
8264A69FXPvAibaEXe8b1/xgQXfYgr207fLNDon9,C,B,C,B,B,A,B,B,A,1
82732A2BXPvAibaEXe/feySPx5RaA2Z5N4UVIQO7,A,B,A,B,A,B,B,B,A,1
827433FCXPvAibaEXe8JyzRlwVelI2wVEdhrJ7TA,A,A,A,A,A,A,A,A,A,1
8278E218XPvAibaEXe98bEweMyJa5sVAzcv7XA6I,F,F,F,F,F,C,F,C,C,0
8291B633XPvAibaEXe8p7+QBLh7hjlrfU2PN3RFU,B,A,C,B,B,B,B,C,B,0
829491C4XPvAibaEXe9kTkrXS1NJ3gq5xKPjX9v7,A,F,B,B,A,C,C,B,C,1
82949D55XPvAibaEXe9Vh8FJ4R+4oUJxUHWW7Vzs,A,A,A,A,A,A,A,A,A,1
829B9071XPvAibaEXe91UcttbrYag0wNDqn7ao3g,A,C,F,B,C,B,A,C,A,1
82A5C461XPvAibaEXe8zjuWfAVBr9bNlNnYYiajH,C,C,B,C,C,C,B,A,C,1
82AC9941XPvAibaEXe9tz4fJBCYpdyu7YeTTVL9M,C,B,C,C,C,B,C,B,B,1
82C0F6EAXPvAibaEXe+xD4bBZLKlbmlAXb7+Zvr6,B,A,A,B,A,B,A,B,B,1
82CA636BXPvAibaEXe9yFa4Od3meJ7ZJG3rSGdLS,A,A,A,A,A,B,A,A,A,1
82FF5ECDXPvAibaEXe/NvjoxH/C+ebrEzJ51D2Av,B,B,B,B,A,B,B,C,B,1
8304096EXPvAibaEXe85v8rw3dwROjSGU5ciEzKm,A,A,A,B,A,A,A,A,A,1
83302EADXPvAibaEXe9Q2McsUcINTqYf3w5qE4hy,C,F,F,F,F,C,F,B,C,0
83339A50XPvAibaEXe+cHxM5cHw4WlBPfQwlTDnj,A,B,A,C,B,A,C,C,A,1
8352A96AXPvAibaEXe/LIv6QeHs+ZW0tAXQOlKKR,B,C,C,C,A,B,B,C,C,1
8356CE68XPvAibaEXe/dzmB8igeRMGZe3e2H6yxv,B,A,A,A,A,B,A,A,A,1
8372EDF0XPvAibaEXe9cMY+S62CQpUPN5qbNWt+v,A,B,A,A,B,A,A,A,A,1
8373DF5DXPvAibaEXe+m8vTFfrG/STw6I4tScwSf,C,F,C,C,C,C,A,B,A,1
83778D4CXPvAibaEXe8UkZVD+5XbrJWBu7nie7TC,A,B,B,B,A,B,A,C,A,1
837BF7E3XPvAibaEXe/bvCRuhzcnBYVtPkFSVha9,A,A,A,B,A,A,A,A,A,1
837E0023XPvAibaEXe8rQs/aokBGKRdFzv0Fcp1e,A,A,A,A,A,A,A,A,A,1
8398BD3EXPvAibaEXe89Arovz2AsdtMRSZrwJb8W,C,F,F,C,C,F,F,F,F,0
83AAD023XPvAibaEXe++7urnOIV05I2SPXpwjNv4,A,A,A,A,A,A,A,A,A,1
83B07BDCXPvAibaEXe/hev6WBclXgYLu+V3nCr45,B,A,A,A,F,A,A,A,A,1
83BB92E4XPvAibaEXe9ElaXLEceHDkOx5Li0Kt79,A,A,A,B,A,A,A,B,A,1
83C6D744XPvAibaEXe/Ep1mHRpPbrHrYCHcKMYOX,B,B,B,B,B,A,A,B,C,1
83C7E30EXPvAibaEXe9APrO/ahEJpsSNuBeoYfi+,B,B,F,C,C,B,B,B,A,1
83DC7949XPvAibaEXe+Mha34tPf5f61AXJ403Tx+,B,C,A,A,B,C,B,A,F,1
83F43C68XPvAibaEXe8PCwJaf/8k/O+DNQ4hI07p,A,B,A,A,A,A,A,A,B,1
83F67FBFXPvAibaEXe95BgJyC1XgNcM67ghVT2ss,A,B,B,B,A,B,A,A,A,1
83F8BF80XPvAibaEXe9eTi/C0qygJEFqn8XWtNDY,A,B,A,A,B,B,B,B,A,1
83FAA9CAXPvAibaEXe+oo0hccQuSuOtStIwkWhsf,B,A,C,C,A,C,C,C,C,1
8400C57BXPvAibaEXe/NIxjlmPMMVV+TchKmVrBn,A,B,A,B,A,A,A,A,A,1
840BA7D5XPvAibaEXe/EaMzFFtVZpC9I0eENTuuG,A,B,C,B,B,B,A,A,B,1
840BF8BDXPvAibaEXe/p8168d80TYSBgSs2HJ1BT,A,A,A,A,B,A,A,A,A,1
842C6987XPvAibaEXe+7lZeRkZH8Fe8JQtjgfS9W,B,B,B,A,C,A,A,B,A,1
842DE726XPvAibaEXe91oS4V+OwHTvF8XRwzXzyo,A,A,A,A,A,B,A,A,A,1
8442D4A1XPvAibaEXe8n6FFpptVzUnUcDJxNSI27,B,B,B,C,C,C,C,C,B,1
84488B29XPvAibaEXe/EaMzFFtVZpGY8EEdZMOw+,B,A,A,B,B,A,A,A,B,1
844BA991XPvAibaEXe8ZQB/g2cpypMy8eFWE0KZT,A,C,A,B,B,B,A,B,C,0
846AE309XPvAibaEXe+ShNeuA9Jq+RNqgE+zhixb,A,A,B,C,C,B,B,C,A,1
8473BC01XPvAibaEXe9c8zzi1cNA/SN7fEqjA7Rg,B,B,A,A,B,B,A,A,B,1
8482A0ADXPvAibaEXe9fX/Gi5okg4nTAUCgwf/Fa,A,A,A,C,A,A,A,A,A,1
84B8F7A6XPvAibaEXe+ZjFxIq69W3O+Pz2B9WwrZ,A,A,A,A,A,A,A,A,A,1
84BB8957XPvAibaEXe+k62RFIc5kZAYbNJp/1nhO,A,A,A,A,A,A,A,A,A,1
84C5087FXPvAibaEXe9yFa4Od3meJ6iD44YNu4m9,A,A,A,A,A,A,A,A,A,1
84CF78A7XPvAibaEXe9Z0fDyfUkzHzM2esLePC79,A,C,C,B,C,B,C,C,B,1
84DF0B9CXPvAibaEXe8bHoSDwbr9Ut5j+T3UwLtg,A,C,A,B,B,A,B,A,A,1
84E8B7EAXPvAibaEXe/HUuIVo8uCRwz6R8b6awLs,C,B,C,B,C,C,C,B,C,1
85082BB5XPvAibaEXe+fW1Bg/roenCrjf8tUEWkI,A,A,B,B,A,B,B,A,C,1
850C19C2XPvAibaEXe9gcLLHJLBBnZC5o6sMc8cs,F,F,F,F,F,C,C,F,F,0
851A2F6EXPvAibaEXe++P1Ki321T8V+ZvvTEOTWt,A,B,B,B,A,B,A,A,A,1
851F6B5AXPvAibaEXe8CZDRB45S33CTiGmsmZ4G3,B,A,B,B,C,C,A,B,A,1
85203DDCXPvAibaEXe+5IWWYgAKfUt88yrUZs+r1,A,B,A,B,A,C,B,B,A,1
852208ADXPvAibaEXe8mAGU8TlDzss7DwViJt/jj,B,F,B,C,B,B,A,C,B,1
852AB6FBXPvAibaEXe9zVZKaStZ09JfwDhFB+dyV,B,F,F,F,F,F,F,C,C,0
8535E154XPvAibaEXe/KVW+JfXJB/gU0bKRUGdEa,B,A,B,B,C,C,B,B,C,1
85364D87XPvAibaEXe+1n9LzrMgTl2JbEW8ytz01,A,A,A,B,A,A,A,A,A,1
853C37D0XPvAibaEXe94sKKoWENjB9jIyDYOxlKa,A,A,A,A,A,A,A,A,A,1
853C72A6XPvAibaEXe+NlBH3sQF3EzMofinb5dov,C,C,C,C,C,C,A,B,B,0
853E0DEEXPvAibaEXe8+b4756rik/pW1OJFozqnF,A,A,C,C,F,B,A,F,B,1
854BACA2XPvAibaEXe/MFNByxh05b03wVM7UTjgR,B,F,C,B,F,C,C,F,A,0
854DCE91XPvAibaEXe+VxRd54HULEx9Z17eOqRWj,C,A,A,B,B,A,A,A,C,1
85517F77XPvAibaEXe92Mw4ZEAxz00FpFR/WdtyQ,C,B,C,B,B,B,A,C,B,1
85749327XPvAibaEXe+y4Ivhjp8SxkP1bWnA7tQ7,C,C,C,C,B,C,C,C,C,1
85792BADXPvAibaEXe8wj1bWOnrKYcdeBVNOszQG,A,A,B,A,B,A,A,A,A,1
85883209XPvAibaEXe/yPsCkMlAHIvT6rGJpcJqz,B,B,B,B,B,A,C,B,B,1
858CB97CXPvAibaEXe9vxrzlowp+zI1Sy8v/dU4U,C,B,C,B,A,A,B,C,A,1
85920946XPvAibaEXe/6es9ZTmhAJWULVfgdHLzy,A,A,A,A,A,A,A,A,A,1
85A831D1XPvAibaEXe9Hf/fJ8gF3WjBI6YI4IAgm,B,B,B,C,B,B,A,B,B,1
85E5D35CXPvAibaEXe/31hnRTOucctwAmo04O+7y,B,A,A,A,A,A,A,B,A,1
85E62673XPvAibaEXe+55g1kTuqhAxvdhsciV5yT,A,A,A,A,A,A,A,A,A,1
860B777FXPvAibaEXe+rQqH2xQ3mK2VLnhUsaRXR,A,A,A,A,A,A,A,A,A,1
86226721XPvAibaEXe/RK0UQl+DMKyymMc+NMAoo,C,C,F,B,F,C,B,F,C,0
862B285BXPvAibaEXe8srAaK3cpz/4glrU/ko4OO,A,A,A,B,A,A,A,B,A,1
862B957BXPvAibaEXe8CYkXkPteanPQBG4c3QRZV,A,A,B,A,B,B,B,A,A,1
862ED280XPvAibaEXe9dgf/EzU6ZBVtpTEy01yu6,A,A,A,A,A,A,A,A,A,1
864379E4XPvAibaEXe++6Ju+6+XUgyYRcm+VwXIx,B,A,C,A,A,B,A,B,B,1
8646B3F5XPvAibaEXe8n5o9RyAxUM2xQqrHCbibu,B,C,C,C,B,C,B,C,B,1
